ヘッダー
ファイルバージョン,1.01.01
ソフトウェアバージョン,1.04
ファームウェアバージョン,1.02
FPGAバージョン,1A25
ヘッドセット FPGAバージョン,272B
計測モード,Wireless monitor
計測コントローラ ID,A
計測ID,A20230613210422
計測コメント,tohma_odoball_2
ユーザー情報
ID,
Name,ooshio360
Comment,ooshio360
Age,  1y
Sex,Male
解析情報
Hb移動平均[s],OFF
プローブ情報
プローブモード,(B)2x4
プローブID,PROBE095
mPD反映,X
自動レーザー出力設定方式,Auto（自動）
プローブ調整平均値算出回数,10
外光判定閾値[%],40
アンダー判定閾値[%],30
オーバー判定閾値[%],80
レーザーチャンネル,LD1(705.0),LD1(830.0),LD2(705.0),LD2(830.0),LD3(705.0),LD3(830.0),LD4(705.0),LD4(830.0),LD5(705.0),LD5(830.0),LD6(705.0),LD6(830.0),LD7(705.0),LD7(830.0),LD8(705.0),LD8(830.0)
計測チャンネル,CH1(-.-),CH1(-.-),CH2(-.-),CH2(-.-),CH3(-.-),CH3(-.-),CH4(-.-),CH4(-.-),CH5(-.-),CH5(-.-),CH6(-.-),CH6(-.-),CH7(705.0),CH7(830.0),CH8(705.0),CH8(830.0),CH9(705.0),CH9(830.0),CH10(705.0),CH10(830.0),CH11(705.0),CH11(830.0),CH12(705.0),CH12(830.0),CH13(705.0),CH13(830.0),CH14(705.0),CH14(830.0),CH15(705.0),CH15(830.0),CH16(705.0),CH16(830.0),CH17(-.-),CH17(-.-),CH18(-.-),CH18(-.-),CH19(-.-),CH19(-.-),CH20(-.-),CH20(-.-),CH21(-.-),CH21(-.-),CH22(-.-),CH22(-.-)
除去チャネル,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
故障レーザーチャンネル,-,-,-,-,-,-,-,-,-,-,-,-,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,-,-,-,-
レーザー設定,-,-,-,-,-,-,-,-,-,-,-,-,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - Off,-,-,-,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - Low,-,-,-,-,-,-,-,-,-,-,-,-,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - High,-,-,-,-,-,-,-,-,-,-,-,-,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力設定値(If)[mA],-,-,-,-,-,-,-,-,-,-,-,-,23.17,24.37,23.17,24.37,22.12,24.49,22.12,24.49,21.77,23.76,22.12,24.49,21.77,23.76,21.77,23.76,22.15,23.55,22.15,23.55,-,-,-,-,-,-,-,-,-,-,-,-
レーザー調整係数,8.000,8.000
レーザー調整基準レーザー出力(Po)[mW],4.00,4.00
レーザー調整基準レーザー出力(Vm)[V],0.50,0.50
プローブ調整結果,-,-,-,-,-,-,-,-,Normal,Normal,-,-,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,-,-,Normal,Normal,-,-,-,-,-,-,-,-
計測情報
計測日時,2023/06/13 21:05:07
計測タイプ,Stim
プリスキャン時間[s],10.0
マーク入力タイプ,Manual
マーククラス,A,B,C,D,E,F,G,H,I,J
マーク名称,Stim A,Stim B,Stim C,Stim D,Stim E,Stim F,Stim G,Stim H,Stim I,Stim J
マーク刺激時間[s],15,15,15,15,15,15,15,15,15,15
マーク刺激間隔時間[s],30,30,30,30,30,30,30,30,30,30
マーク繰り返し回数,3



データ
携帯制御ボックス番号69(Total),CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,Mark,Time,PreScan,HbOffset
169,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.02969092,-0.27378222,-0.21194531,-0.16710922,-0.15953290,-0.12695098,-0.10676423,-0.19033727,-0.10911564,0.18167165,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:05:50.0,0,0
170,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.19024001,0.02341825,0.08672857,0.10048312,-0.03404921,0.08553814,-0.02420527,-0.00465085,0.06533270,0.54630530,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:05:51.0,0,0
171,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.24612443,0.03178141,0.08268868,0.12594719,-0.03899355,0.06945398,-0.03642969,-0.02425280,0.05233099,0.54201496,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:05:51.0,0,0
172,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.18220703,-0.10733834,-0.04733085,0.04631630,-0.10866755,-0.02532543,-0.08430007,-0.11887994,-0.02789044,0.36578423,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:05:51.0,0,0
173,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.15655528,-0.23121689,-0.18614647,-0.08282214,-0.19246064,-0.11553480,-0.13902412,-0.22187527,-0.10219413,0.20931494,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:05:51.0,0,0
174,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.31678057,0.03736237,0.11279137,0.23871402,-0.06448298,0.09185418,-0.05264153,-0.03201468,0.06179646,0.42448902,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:05:51.0,0,0
175,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.31039566,0.03647938,0.11851908,0.27698362,-0.04433294,0.08456482,-0.03947869,-0.02218865,0.04777428,0.36796018,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:05:52.0,0,0
176,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.22135210,-0.09836251,-0.01232303,0.18830407,-0.09650704,-0.01199377,-0.06672524,-0.09590048,-0.03660072,0.15640426,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:05:52.0,0,0
177,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.05136800,-0.25795773,-0.15718469,0.05347360,-0.15297551,-0.10450864,-0.10091633,-0.16931529,-0.11314794,-0.04042977,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:05:52.0,0,0
178,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03417334,-0.12892337,0.04312061,0.22185029,-0.05211215,0.04790746,-0.02428127,-0.00795291,0.01035928,0.13263042,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:05:52.0,0,0
179,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01232937,-0.06651939,0.09122334,0.25828290,-0.01790334,0.06789593,-0.00089286,0.01625976,0.02776184,0.32159737,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:05:52.0,0,0
180,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.05751452,-0.15306036,-0.00407174,0.17491275,-0.05063727,-0.00379433,-0.01794217,-0.03799365,-0.02934539,0.29514551,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:05:53.0,0,0
181,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.15805358,-0.29696828,-0.14173219,0.03986830,-0.11956477,-0.09560831,-0.06061041,-0.12451087,-0.09681153,0.29971761,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:05:53.0,0,0
182,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.19431466,-0.36689281,-0.11308370,-0.00320531,-0.12612160,-0.06491953,-0.06162319,-0.09656421,-0.03431171,0.47302082,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:05:53.0,0,0
183,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.01230630,-0.10440712,0.03318603,0.12229440,-0.05275223,0.04040265,-0.02373289,-0.02917837,0.01651648,0.60284936,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:05:53.0,0,0
184,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01628390,-0.14285515,-0.03167551,0.01296089,-0.09971785,-0.00323376,-0.07093144,-0.09632303,-0.01250550,0.66300124,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:05:53.0,0,0
185,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02176248,-0.26192954,-0.18169786,-0.12991133,-0.17647624,-0.10145451,-0.12727836,-0.19883879,-0.07891975,0.56527704,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:05:54.0,0,0
186,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01529226,-0.36411515,-0.30037779,-0.27208209,-0.25214332,-0.17663762,-0.17370130,-0.28056917,-0.10761887,0.42903820,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:05:54.0,0,0
187,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.33713984,-0.01616398,0.03030012,0.02896491,-0.06857078,0.05733550,-0.04494523,-0.04653563,0.03658803,0.65901285,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:05:54.0,0,0
188,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.26706874,-0.06098446,-0.00038794,-0.01438370,-0.06219353,0.03060585,-0.03228053,-0.05583552,0.00535726,0.44402570,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:05:54.0,0,0
189,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.14421859,-0.21331206,-0.12474148,-0.08893243,-0.11751185,-0.05635970,-0.06545167,-0.13222718,-0.07254656,0.13326888,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:05:54.0,0,0
190,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02487826,-0.34204793,-0.25531501,-0.18024820,-0.17077279,-0.14472353,-0.09303048,-0.20397142,-0.14211556,-0.11389388,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:05:55.0,0,0
191,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.22711237,-0.04854010,0.06840329,0.09657216,0.01460510,0.09058532,0.04328198,0.04230869,0.03029370,0.10625831,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:05:55.0,0,0
192,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.17906649,-0.07062537,0.05578281,0.07175925,0.03323760,0.07576898,0.06116873,0.04452015,0.01387897,0.10505342,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:05:55.0,0,0
193,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.16520058,-0.19231519,-0.08240265,-0.04141406,-0.03854374,-0.01975217,0.01401627,-0.05159003,-0.05119926,0.07904266,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:05:55.0,0,0
194,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.17659795,-0.29354703,-0.22977172,-0.19276904,-0.11725570,-0.11568453,-0.04182284,-0.14953393,-0.11322337,0.14318141,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:05:55.0,0,0
195,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.25562367,-0.08029424,0.03297117,-0.02618656,-0.00193522,0.07609383,0.03519383,0.01839144,0.05206767,0.57751167,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:05:56.0,0,0
196,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.33086678,-0.04679012,0.04710177,-0.03513058,0.00939837,0.08092308,0.03741776,0.01653861,0.05724297,0.66744721,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:05:56.0,0,0
197,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.25960943,-0.15490019,-0.03945674,-0.01005558,-0.04312545,0.00556395,0.00420860,-0.05943501,-0.00867296,0.51330769,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:05:56.0,0,0
198,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.16251671,-0.27528903,-0.15875342,-0.06647030,-0.10409226,-0.07665340,-0.04026052,-0.13465023,-0.08094428,0.30300614,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:05:56.0,0,0
199,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.30469730,-0.05368784,0.07621317,0.04337949,0.03537916,0.10289819,0.06286633,0.05595571,0.04781868,0.20682395,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:05:56.0,0,0
200,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.29905418,-0.05375948,0.09598269,0.17702909,0.05829874,0.10127235,0.08436670,0.06777015,0.02574834,0.01380469,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:05:57.0,0,0
201,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.21341202,-0.17265007,-0.04593711,-0.00607716,0.02422320,0.00806214,0.07684508,0.01685549,-0.04324335,-0.09244272,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:05:57.0,0,0
202,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.14531171,-0.28535953,-0.18954250,-0.20278367,-0.04069747,-0.08363001,0.04085179,-0.06096032,-0.09145819,-0.04067473,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:05:57.0,0,0
203,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.37692022,0.00712085,0.10216630,-0.01027391,0.13575323,0.13370709,0.16734667,0.17640044,0.09027643,0.37629539,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:05:57.0,0,0
204,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.40997964,0.01774458,0.10749182,0.03131421,0.13274856,0.13028792,0.15547425,0.15521426,0.08795524,0.44524151,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:05:57.0,0,0
205,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.34826010,-0.09915865,-0.01243577,-0.02060393,0.05508082,0.04355446,0.09974776,0.05357965,0.02745928,0.37821066,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:05:58.0,0,0
206,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.25934374,-0.21378440,-0.13950533,-0.13722077,-0.02474693,-0.04041318,0.04073665,-0.04189797,-0.02765696,0.27993667,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:05:58.0,0,0
207,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.41902375,0.07602924,0.17107241,0.17907356,0.11856102,0.18110965,0.12893939,0.15380593,0.13549888,0.36285132,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:05:58.0,0,0
208,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.49079472,0.08631125,0.18154614,0.27249992,0.12879874,0.17756583,0.13360880,0.15514597,0.11889973,0.27337742,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:05:58.0,0,0
209,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.36572707,-0.05251162,0.06375135,0.19956386,0.06675287,0.08971854,0.09478009,0.07472845,0.04557781,0.04410423,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:05:58.0,0,0
210,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.21501325,-0.19303657,-0.06908340,0.05418630,-0.00219565,0.00287105,0.05358279,-0.00628962,-0.02911358,-0.13745707,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:05:59.0,0,0
211,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.31675014,0.03426117,0.17738174,0.20858595,0.14662845,0.17764127,0.15796377,0.19772285,0.12192074,0.18294469,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:05:59.0,0,0
212,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.27410409,0.05074117,0.18028043,0.14980584,0.17704383,0.18442975,0.17767744,0.22624391,0.13011850,0.40323001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:05:59.0,0,0
213,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.20960945,-0.04536848,0.05521699,-0.04797215,0.10548048,0.10163727,0.12220337,0.13532613,0.07010832,0.40713486,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:05:59.0,0,0
214,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.21689144,-0.15212752,-0.07582365,-0.18013763,0.01550171,0.01409552,0.05260476,0.02570842,-0.00414575,0.28647226,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:05:59.0,0,0
215,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.40209854,0.05061616,0.11765249,0.01604823,0.08474018,0.15226425,0.08978053,0.13408671,0.12246047,0.61352801,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:00.0,0,0
216,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.51378781,0.09115405,0.14298594,0.10196787,0.08816385,0.15549023,0.08363148,0.13071913,0.11374960,0.51046503,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:00.0,0,0
217,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.35041153,-0.02291143,0.05180643,0.08147364,0.03376615,0.08163585,0.04965938,0.05893756,0.04812728,0.33675778,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:00.0,0,0
218,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.14446175,-0.18181586,-0.07076887,-0.01893596,-0.02298446,-0.00152099,0.01562783,-0.01625843,-0.02028913,0.21410461,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:00.0,0,0
219,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.14874282,0.00150812,0.14719158,0.14031741,0.10265631,0.15733686,0.11321275,0.16928655,0.12310209,0.58420080,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:00.0,0,0
220,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.22332713,0.04187807,0.16382836,0.09243250,0.11088488,0.16730693,0.10620705,0.17439692,0.12872280,0.64577150,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:01.0,0,0
221,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.31208968,-0.01923233,0.06777856,0.02660166,0.02853130,0.09392352,0.04197707,0.06872325,0.06251468,0.55282372,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:01.0,0,0
222,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.22022484,-0.14951457,-0.05323996,-0.04032487,-0.09314893,0.00873564,-0.06378008,-0.08396780,0.00057756,0.52272797,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:01.0,0,0
223,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.32321024,0.03954485,0.15953511,0.18395090,-0.01415225,0.15297250,-0.01370270,0.04356149,0.11876434,0.57942188,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:01.0,0,0
224,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.37874120,0.10185191,0.21849614,0.24691164,0.06039781,0.18482703,0.05110862,0.12661803,0.13012761,0.53070951,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:01.0,0,0
225,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.21232052,-0.01535644,0.13216244,0.15540320,0.07224101,0.12325035,0.09614553,0.12307554,0.06934036,0.36038476,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:02.0,0,0
226,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.11429405,-0.15381023,-0.00806609,-0.07550850,-0.01567115,0.03562740,0.02321899,0.01471774,0.00423452,0.36159015,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:02.0,0,0
227,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.18803166,-0.05661961,0.13119268,0.05548897,0.00412295,0.14086945,0.02124871,0.08162603,0.11864002,0.67500383,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:02.0,0,0
228,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.27259129,0.06895755,0.20500922,0.17731814,0.03126733,0.18268003,0.02465207,0.09622760,0.14814162,0.76737154,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:02.0,0,0
229,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.20607600,-0.00372847,0.15695430,0.22197634,0.02028028,0.14226851,0.02698749,0.05944280,0.09128835,0.47094834,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:02.0,0,0
230,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02055518,-0.15965447,0.03498778,0.09303308,-0.03017905,0.06244456,0.00191583,-0.00317958,0.01162226,0.16589940,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:03.0,0,0
231,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.09593080,-0.02974675,0.17444260,0.15234873,0.09145775,0.17323823,0.10305727,0.17366843,0.13252012,0.54671210,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:03.0,0,0
232,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.21000116,0.06792593,0.21476254,0.14876859,0.09000582,0.20255110,0.08580309,0.16403762,0.16520266,0.76872271,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:03.0,0,0
233,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.24634664,0.00691570,0.15398446,0.16571192,0.04185474,0.15302582,0.05021534,0.08605788,0.12905228,0.86743706,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:03.0,0,0
234,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.14189646,-0.13465703,0.03883054,0.13379791,-0.04071040,0.06625925,-0.01144303,-0.01974396,0.03736455,0.41847366,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:03.0,0,0
235,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.08445378,-0.10092331,0.17502289,0.27934512,0.03980517,0.16393742,0.05358111,0.10865909,0.12890296,0.36174706,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:04.0,0,0
236,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.14823027,0.07356355,0.27265123,0.35045588,0.13419336,0.23144354,0.12279150,0.21187156,0.16254732,0.42236608,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:04.0,0,0
237,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.16718221,0.01792064,0.19440630,0.18796298,0.12393060,0.17768344,0.12092738,0.18098408,0.12558925,0.49730003,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:04.0,0,0
238,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.15090355,-0.10988939,0.05421546,0.06001762,0.02835437,0.07982697,0.04159459,0.05026608,0.06240820,0.48550266,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:04.0,0,0
239,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.08833355,-0.22819513,-0.00265862,0.04119243,-0.06891826,0.03823346,-0.03329345,-0.03807981,0.06491527,0.44910342,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:04.0,0,0
240,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.20813859,0.08887462,0.28025979,0.37389722,0.08566590,0.22978337,0.06179387,0.14574614,0.16718268,0.50317556,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:05.0,0,0
241,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.11100821,0.02613259,0.24252400,0.35665390,0.10859460,0.19167450,0.09280504,0.15953633,0.13178925,0.37170050,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:05.0,0,0
242,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04409072,-0.11655787,0.11382112,0.23600537,0.06450080,0.09949018,0.07516176,0.09768383,0.05968995,0.25168210,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:05.0,0,0
243,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.07618695,-0.25396374,-0.04335137,0.01876593,-0.00206693,0.00077701,0.03852059,0.00913049,-0.01329474,0.19508834,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:05.0,0,0
244,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.30856046,0.07477256,0.23051667,0.21904135,0.12811098,0.20067415,0.11720562,0.19132932,0.15178064,0.40171048,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:05.0,0,0
245,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.36033845,0.07156512,0.23234245,0.28653094,0.10810786,0.19325046,0.09146866,0.16199394,0.13048707,0.31167638,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:06:06.0,0,0
