ヘッダー
ファイルバージョン,1.01.01
ソフトウェアバージョン,1.04
ファームウェアバージョン,1.02
FPGAバージョン,1A25
ヘッドセット FPGAバージョン,272B
計測モード,Wireless monitor
計測コントローラ ID,A
計測ID,A20230613212349
計測コメント,tohma_odoball_2
ユーザー情報
ID,
Name,ooshio360
Comment,ooshio360
Age,  1y
Sex,Male
解析情報
Hb移動平均[s],OFF
プローブ情報
プローブモード,(B)2x4
プローブID,PROBE095
mPD反映,X
自動レーザー出力設定方式,Auto（自動）
プローブ調整平均値算出回数,10
外光判定閾値[%],40
アンダー判定閾値[%],30
オーバー判定閾値[%],80
レーザーチャンネル,LD1(705.0),LD1(830.0),LD2(705.0),LD2(830.0),LD3(705.0),LD3(830.0),LD4(705.0),LD4(830.0),LD5(705.0),LD5(830.0),LD6(705.0),LD6(830.0),LD7(705.0),LD7(830.0),LD8(705.0),LD8(830.0)
計測チャンネル,CH1(-.-),CH1(-.-),CH2(-.-),CH2(-.-),CH3(-.-),CH3(-.-),CH4(-.-),CH4(-.-),CH5(-.-),CH5(-.-),CH6(-.-),CH6(-.-),CH7(705.0),CH7(830.0),CH8(705.0),CH8(830.0),CH9(705.0),CH9(830.0),CH10(705.0),CH10(830.0),CH11(705.0),CH11(830.0),CH12(705.0),CH12(830.0),CH13(705.0),CH13(830.0),CH14(705.0),CH14(830.0),CH15(705.0),CH15(830.0),CH16(705.0),CH16(830.0),CH17(-.-),CH17(-.-),CH18(-.-),CH18(-.-),CH19(-.-),CH19(-.-),CH20(-.-),CH20(-.-),CH21(-.-),CH21(-.-),CH22(-.-),CH22(-.-)
除去チャネル,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
故障レーザーチャンネル,-,-,-,-,-,-,-,-,-,-,-,-,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,-,-,-,-
レーザー設定,-,-,-,-,-,-,-,-,-,-,-,-,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - Off,-,-,-,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - Low,-,-,-,-,-,-,-,-,-,-,-,-,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - High,-,-,-,-,-,-,-,-,-,-,-,-,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力設定値(If)[mA],-,-,-,-,-,-,-,-,-,-,-,-,23.17,24.37,23.17,24.37,22.12,24.49,22.12,24.49,21.77,23.76,22.12,24.49,21.77,23.76,21.77,23.76,22.15,23.55,22.15,23.55,-,-,-,-,-,-,-,-,-,-,-,-
レーザー調整係数,8.000,8.000
レーザー調整基準レーザー出力(Po)[mW],4.00,4.00
レーザー調整基準レーザー出力(Vm)[V],0.50,0.50
プローブ調整結果,-,-,-,-,-,-,-,-,Normal,Normal,-,-,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,-,-,Normal,Normal,-,-,-,-,-,-,-,-
計測情報
計測日時,2023/06/13 21:24:36
計測タイプ,Stim
プリスキャン時間[s],10.0
マーク入力タイプ,Manual
マーククラス,A,B,C,D,E,F,G,H,I,J
マーク名称,Stim A,Stim B,Stim C,Stim D,Stim E,Stim F,Stim G,Stim H,Stim I,Stim J
マーク刺激時間[s],15,15,15,15,15,15,15,15,15,15
マーク刺激間隔時間[s],30,30,30,30,30,30,30,30,30,30
マーク繰り返し回数,3



データ
携帯制御ボックス番号69(Oxy),CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,Mark,Time,PreScan,HbOffset
538,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.52426499,0.38856611,0.36611372,0.55753493,0.23479950,0.42764887,0.12517782,0.53156477,0.23502339,0.37285417,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:33.0,0,0
539,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.73821306,0.34363243,0.26156431,0.35983416,0.18259154,0.35030884,0.08206110,0.45076191,0.16264904,0.29072452,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:34.0,0,0
540,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.79012471,0.25262019,0.14265007,0.12659943,0.10773286,0.27378777,0.03140600,0.36278757,0.14727646,0.54261637,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:34.0,0,0
541,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.07654226,0.64007717,0.37533101,0.19770755,0.31701910,0.48412898,0.19242212,0.65332645,0.36878797,1.04400516,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:34.0,0,0
542,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.90612286,0.55266565,0.33107257,0.11822663,0.34702113,0.45466197,0.22083272,0.66399473,0.31610081,1.05184627,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:34.0,0,0
543,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.63718712,0.39426285,0.27420062,0.14278798,0.31610200,0.38907987,0.20759891,0.60487396,0.23415487,0.87393200,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:34.0,0,0
544,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.45526585,0.26388597,0.18251148,0.07866605,0.24348217,0.31063378,0.15309520,0.50784504,0.12702519,0.37830895,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:35.0,0,0
545,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.56592983,0.48931092,0.42360252,0.35477799,0.31941205,0.49232337,0.20274116,0.64829218,0.32348782,0.35245380,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:35.0,0,0
546,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.70603693,0.54368073,0.45004883,0.46436718,0.34119433,0.50116366,0.21258235,0.65047383,0.31576577,0.30911627,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:35.0,0,0
547,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.96997291,0.51010746,0.41377625,0.46113217,0.31072804,0.46481210,0.19110087,0.58697528,0.26087159,0.30795354,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:35.0,0,0
548,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.09825361,0.43897960,0.27923918,0.17130566,0.28094271,0.37357062,0.17867401,0.52691692,0.18345353,0.42147550,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:35.0,0,0
549,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.06029892,0.32253477,0.13298924,-0.13837607,0.19470835,0.27856675,0.11655676,0.42692935,0.10743445,0.52664340,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:36.0,0,0
550,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.04121530,0.59649587,0.36679775,-0.03325000,0.36752298,0.46849367,0.25249147,0.67753381,0.32425529,0.82168877,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:36.0,0,0
551,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.80625570,0.51637089,0.39390770,0.09330351,0.48655799,0.47543770,0.36736053,0.81168842,0.31395668,0.67751807,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:36.0,0,0
552,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.61413962,0.39304194,0.36878389,0.29548469,0.45410490,0.42320111,0.34595770,0.74047780,0.21200022,0.29048413,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:36.0,0,0
553,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.50338137,0.26222360,0.29070047,0.34801564,0.31900060,0.34132457,0.21656814,0.57016450,0.12074285,0.11604916,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:36.0,0,0
554,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.57130826,0.17245544,0.16927515,0.23087353,0.14892052,0.25020209,0.06264531,0.34504020,0.03175753,-0.12746185,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:37.0,0,0
555,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.98875761,0.54371840,0.40053111,0.24248759,0.31612855,0.45982659,0.19717054,0.60108626,0.29684517,0.34443787,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:37.0,0,0
556,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.04602420,0.50795120,0.35280961,0.01031268,0.39765844,0.44740990,0.28282633,0.68960333,0.27435982,0.40660551,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:37.0,0,0
557,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.96044970,0.37715536,0.22065455,-0.19106160,0.42499372,0.35033521,0.32451651,0.67963827,0.18208067,0.41996130,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:37.0,0,0
558,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.63899285,0.21734184,0.12774388,-0.18314959,0.37063941,0.26241907,0.28220874,0.60489839,0.10152034,0.68113118,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:37.0,0,0
559,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.36761799,0.08111703,0.06969014,0.00316062,0.22868723,0.18351100,0.15045013,0.43540978,0.01816084,0.09541405,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:38.0,0,0
560,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.46709129,0.40061811,0.43206611,0.53575933,0.34285951,0.44478050,0.20671141,0.61897367,0.24042028,0.08747185,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:38.0,0,0
561,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.46423826,0.35793683,0.41913635,0.62613106,0.30155903,0.42698082,0.16105850,0.55016965,0.21223493,0.37048855,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:38.0,0,0
562,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.62361598,0.26801759,0.24668576,0.31903145,0.25047773,0.31498137,0.12754771,0.46013194,0.11402554,0.27883747,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:38.0,0,0
563,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.61284047,0.16145150,0.06497422,-0.06321373,0.23770754,0.20344859,0.14814258,0.42747959,0.03044069,0.45706308,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:38.0,0,0
564,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.59655851,0.09098201,0.05126744,-0.23514050,0.27168900,0.20238303,0.19445600,0.52739793,0.12010553,0.53933561,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:39.0,0,0
565,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.60324395,0.38267040,0.26231256,-0.01798438,0.42639396,0.36896977,0.30141523,0.70923662,0.19600807,0.48997706,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:39.0,0,0
566,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.34487683,0.25522998,0.24593362,0.12791751,0.37301290,0.33309960,0.25113729,0.62686843,0.13944659,0.39735708,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:39.0,0,0
567,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.15480444,0.10788449,0.15521002,0.18162136,0.23517039,0.24543306,0.12395950,0.44105154,0.05561607,0.25959909,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:39.0,0,0
568,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.13172667,0.01622806,0.04411329,0.13267210,0.11519930,0.15770149,0.02796007,0.28592226,-0.03547891,0.27361664,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:39.0,0,0
569,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.37536794,0.25975236,0.32503405,0.37783623,0.17349745,0.37864438,0.05858350,0.41866040,0.19797316,0.69131958,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:40.0,0,0
570,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.44360796,0.24802612,0.24653627,0.33108315,0.17685725,0.31895328,0.06514031,0.40427557,0.15847081,0.73802000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:40.0,0,0
571,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.41011813,0.16841349,0.13417521,0.10266742,0.16714534,0.25087959,0.06535951,0.36999118,0.06960791,0.72767323,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:40.0,0,0
572,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.30922094,0.06300090,0.01940039,-0.05922341,0.11045896,0.16722938,0.03348889,0.29445282,-0.00472627,0.59276664,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:40.0,0,0
573,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.16023362,-0.04856027,-0.09505294,-0.20144790,0.10038272,0.07699466,0.03750280,0.26681200,-0.03141283,0.51319045,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:40.0,0,0
574,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.20596035,0.24119836,0.24503355,0.16543172,0.25263888,0.34243235,0.14737068,0.49894765,0.17075020,0.64399493,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:41.0,0,0
575,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.05721935,0.17875101,0.24027848,0.28448611,0.21358690,0.32263088,0.11798479,0.42874005,0.12398255,0.53371578,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:41.0,0,0
576,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.22642183,0.01645158,0.14340870,0.32082888,0.13636006,0.22997485,0.05408976,0.31642291,0.03208163,0.33666599,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:41.0,0,0
577,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.19893503,-0.06691092,0.02975526,0.24104947,-0.01391370,0.14583062,-0.08292063,0.12142886,-0.05595943,0.24323420,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:41.0,0,0
578,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00919773,0.10523886,0.29787359,0.50210977,0.06616045,0.34702623,-0.02638206,0.29418018,0.18678400,0.59204024,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:41.0,0,0
579,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.28395855,0.24752094,0.27889368,0.52319062,0.08770509,0.33409494,-0.00652165,0.29086414,0.15643285,0.71850020,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:42.0,0,0
580,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.39683768,0.19338562,0.20836569,0.35141698,0.04317427,0.28122211,-0.05161609,0.21989074,0.10568415,0.76075417,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:42.0,0,0
581,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.41172132,0.09700653,0.04016997,0.13043322,-0.01626957,0.17864686,-0.09956127,0.13716462,0.01303117,0.70104945,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:42.0,0,0
582,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.28313702,-0.01379645,-0.10464736,-0.09830312,-0.04767932,0.07316530,-0.10093164,0.09365595,-0.07778866,0.68222642,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:42.0,0,0
583,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.38762769,0.27264735,0.22122282,0.22465993,0.14564598,0.32139233,0.05460216,0.38973150,0.16787654,0.97908300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:42.0,0,0
584,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.11732624,0.16747122,0.18040469,0.18255261,0.14952728,0.28856897,0.05400611,0.40105394,0.14245488,0.81360894,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:43.0,0,0
585,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.05285294,0.05222702,0.07646939,0.07664303,0.14189641,0.20425324,0.05671384,0.36341804,0.04182986,0.52341264,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:43.0,0,0
586,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.05251734,-0.02983537,-0.02098315,0.05455887,0.09079450,0.11806288,0.01761029,0.28128844,-0.03756222,0.60294753,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:43.0,0,0
587,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.04891112,-0.10822707,-0.02203361,0.14818273,0.03082079,0.10423990,-0.02563946,0.24238670,0.01950769,0.58984953,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:43.0,0,0
588,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.16681510,0.19897425,0.24521266,0.53346837,0.12875156,0.29616138,0.01704977,0.37172869,0.12545174,0.69362885,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:43.0,0,0
589,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.19536766,0.14464258,0.17872244,0.48198661,0.09119886,0.24345185,-0.02050848,0.30612415,0.06147937,0.67242026,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:44.0,0,0
590,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.17028406,0.02473921,0.05970965,0.36518562,-0.01204638,0.15793996,-0.10656758,0.16462633,-0.01506941,0.65448868,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:44.0,0,0
591,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.16727032,-0.05815026,-0.07348093,0.20337565,-0.13296615,0.06700636,-0.20455910,0.00675282,-0.10115150,0.53846502,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:44.0,0,0
592,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.37985727,0.21700129,0.22132412,0.42664754,0.01146328,0.27460057,-0.10066386,0.22359924,0.12763372,0.96012795,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:44.0,0,0
593,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.39467534,0.16542727,0.14902891,0.31483218,0.01823968,0.25137395,-0.08819976,0.21756916,0.09607384,1.35474038,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:44.0,0,0
594,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.24806191,0.02656814,0.02168558,0.15657623,-0.00515369,0.15587698,-0.09223805,0.16051924,0.01354898,1.28315771,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:45.0,0,0
595,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.27017239,-0.03539623,-0.11247844,-0.03738110,-0.01042234,0.06347767,-0.07524171,0.13787858,-0.07999955,1.10318005,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:45.0,0,0
596,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.37359399,0.16553074,0.18789680,0.19600762,0.17292562,0.29886433,0.07698958,0.42582753,0.14171672,1.25795293,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:45.0,0,0
597,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.37039202,0.16380413,0.14247872,0.18582001,0.20446312,0.26752207,0.09997304,0.42516038,0.10441332,0.97185516,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:45.0,0,0
598,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.17334117,0.06578975,0.06460473,0.11829779,0.20929354,0.20972538,0.12135941,0.40815884,0.01413362,0.45530692,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:45.0,0,0
599,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.01079661,-0.04456027,-0.04700292,0.03221633,0.16155149,0.12381332,0.08640277,0.32719612,-0.07449117,0.26956272,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:46.0,0,0
600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01015063,-0.12913920,-0.10941422,-0.00578245,0.11005352,0.07267796,0.05724044,0.28545034,-0.05748961,0.33509198,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:46.0,0,0
601,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.19376326,0.17413157,0.21689332,0.34852117,0.25881094,0.32194191,0.15340483,0.47654670,0.12642872,0.63081330,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:46.0,0,0
602,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.17464443,0.13081010,0.16957672,0.33569014,0.22599778,0.27773076,0.12023754,0.41226685,0.08164804,0.69185376,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:46.0,0,0
603,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.14992304,0.01827076,0.02325591,0.22603327,0.09412928,0.17570128,0.00601537,0.24055615,-0.02485523,0.70427716,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:46.0,0,0
604,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.24977019,-0.04843511,-0.08916416,0.11131436,0.00605338,0.08934338,-0.06339162,0.10606264,-0.10904322,0.53300351,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:47.0,0,0
605,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.45385769,0.19434144,0.20897534,0.36274332,0.13009858,0.32498351,0.02798850,0.32077685,0.12430514,0.98869091,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:47.0,0,0
606,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.51143175,0.17348772,0.12841098,0.23225898,0.13465199,0.26862130,0.03087703,0.31294063,0.10137390,1.02579963,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:47.0,0,0
607,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.42719021,0.08447874,0.01636379,0.08353144,0.11892314,0.19106759,0.03297167,0.27810958,0.00612190,0.88988090,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:47.0,0,0
608,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.33169091,-0.00907408,-0.10315167,-0.09771390,0.09542802,0.10727016,0.02204330,0.23546569,-0.07954749,0.64426345,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:47.0,0,0
609,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.40951759,0.13518916,0.15068741,0.08067080,0.22434653,0.30417278,0.12703148,0.45989302,0.12507096,0.89277720,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:48.0,0,0
610,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.39405802,0.14262645,0.08564833,0.06110333,0.24174248,0.24770986,0.14873841,0.45965895,0.05927087,0.43684641,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:48.0,0,0
611,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.29171559,0.05889681,-0.00238181,-0.00545572,0.27021855,0.17790976,0.19226852,0.49498954,-0.03396526,0.26003394,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:48.0,0,0
612,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.21029837,-0.03500548,-0.09670004,-0.02560107,0.15327653,0.09756871,0.07936501,0.31196836,-0.10665718,0.17302944,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:48.0,0,0
613,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.33009624,0.06007191,0.14983980,0.22651851,0.20029049,0.28043741,0.10819608,0.44368401,0.09964333,0.46811685,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:48.0,0,0
614,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.41625932,0.18210867,0.16013934,0.30936757,0.19227472,0.28566942,0.08184017,0.40385455,0.07133259,0.39427650,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:49.0,0,0
615,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.50348395,0.13573065,0.09070332,0.23473276,0.13430135,0.23245831,0.03266160,0.31751028,0.01702544,0.44927412,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:26:49.0,0,0
