ヘッダー
ファイルバージョン,1.01.01
ソフトウェアバージョン,1.04
ファームウェアバージョン,1.02
FPGAバージョン,1A25
ヘッドセット FPGAバージョン,272B
計測モード,Wireless monitor
計測コントローラ ID,A
計測ID,A20230613212349
計測コメント,tohma_odoball_2
ユーザー情報
ID,
Name,ooshio360
Comment,ooshio360
Age,  1y
Sex,Male
解析情報
Hb移動平均[s],OFF
プローブ情報
プローブモード,(B)2x4
プローブID,PROBE095
mPD反映,X
自動レーザー出力設定方式,Auto（自動）
プローブ調整平均値算出回数,10
外光判定閾値[%],40
アンダー判定閾値[%],30
オーバー判定閾値[%],80
レーザーチャンネル,LD1(705.0),LD1(830.0),LD2(705.0),LD2(830.0),LD3(705.0),LD3(830.0),LD4(705.0),LD4(830.0),LD5(705.0),LD5(830.0),LD6(705.0),LD6(830.0),LD7(705.0),LD7(830.0),LD8(705.0),LD8(830.0)
計測チャンネル,CH1(-.-),CH1(-.-),CH2(-.-),CH2(-.-),CH3(-.-),CH3(-.-),CH4(-.-),CH4(-.-),CH5(-.-),CH5(-.-),CH6(-.-),CH6(-.-),CH7(705.0),CH7(830.0),CH8(705.0),CH8(830.0),CH9(705.0),CH9(830.0),CH10(705.0),CH10(830.0),CH11(705.0),CH11(830.0),CH12(705.0),CH12(830.0),CH13(705.0),CH13(830.0),CH14(705.0),CH14(830.0),CH15(705.0),CH15(830.0),CH16(705.0),CH16(830.0),CH17(-.-),CH17(-.-),CH18(-.-),CH18(-.-),CH19(-.-),CH19(-.-),CH20(-.-),CH20(-.-),CH21(-.-),CH21(-.-),CH22(-.-),CH22(-.-)
除去チャネル,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
故障レーザーチャンネル,-,-,-,-,-,-,-,-,-,-,-,-,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,-,-,-,-
レーザー設定,-,-,-,-,-,-,-,-,-,-,-,-,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - Off,-,-,-,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - Low,-,-,-,-,-,-,-,-,-,-,-,-,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - High,-,-,-,-,-,-,-,-,-,-,-,-,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力設定値(If)[mA],-,-,-,-,-,-,-,-,-,-,-,-,23.17,24.37,23.17,24.37,22.12,24.49,22.12,24.49,21.77,23.76,22.12,24.49,21.77,23.76,21.77,23.76,22.15,23.55,22.15,23.55,-,-,-,-,-,-,-,-,-,-,-,-
レーザー調整係数,8.000,8.000
レーザー調整基準レーザー出力(Po)[mW],4.00,4.00
レーザー調整基準レーザー出力(Vm)[V],0.50,0.50
プローブ調整結果,-,-,-,-,-,-,-,-,Normal,Normal,-,-,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,-,-,Normal,Normal,-,-,-,-,-,-,-,-
計測情報
計測日時,2023/06/13 21:24:36
計測タイプ,Stim
プリスキャン時間[s],10.0
マーク入力タイプ,Manual
マーククラス,A,B,C,D,E,F,G,H,I,J
マーク名称,Stim A,Stim B,Stim C,Stim D,Stim E,Stim F,Stim G,Stim H,Stim I,Stim J
マーク刺激時間[s],15,15,15,15,15,15,15,15,15,15
マーク刺激間隔時間[s],30,30,30,30,30,30,30,30,30,30
マーク繰り返し回数,3



データ
携帯制御ボックス番号69(Oxy),CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,Mark,Time,PreScan,HbOffset
178,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.49748012,0.17712170,0.19302616,0.07126547,0.09356722,0.19112544,0.15071520,0.29963961,0.14233635,-0.11010510,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:21.0,0,0
179,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.22813758,0.09758779,0.12657575,0.03450877,0.10897201,0.13690372,0.16304141,0.29645351,0.09825809,-0.09542388,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:22.0,0,0
180,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.10807475,-0.02085592,-0.05761414,-0.12612675,0.09499124,0.05288057,0.16656061,0.25708249,-0.01108053,-0.03250517,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:22.0,0,0
181,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.17696267,-0.09779485,-0.16337971,-0.38817817,0.01851195,-0.05567856,0.10868628,0.15579382,-0.08046695,0.17688788,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:22.0,0,0
182,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.44671160,0.03384379,0.05120852,-0.21566440,0.05417521,0.10338382,0.12435468,0.26211280,0.11028854,0.56737232,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:22.0,0,0
183,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.51876605,0.09403820,0.02696575,-0.14351144,0.01250158,0.06481828,0.07511067,0.19052622,0.04208582,0.29343221,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:22.0,0,0
184,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.36918536,0.00113528,-0.04310652,-0.12060112,-0.03292496,-0.00328414,0.03720193,0.12150756,-0.05003355,0.01473957,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:23.0,0,0
185,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01063665,-0.14413889,-0.14143492,-0.14666970,-0.08842989,-0.08421902,-0.00250515,0.05054856,-0.13479108,-0.15404017,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:23.0,0,0
186,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02023605,-0.01806838,0.07574656,-0.01261771,0.00868463,0.08777804,0.06420534,0.22051151,0.05048075,0.33749294,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:23.0,0,0
187,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.21148545,-0.01015650,-0.02192427,-0.16940014,-0.06842863,0.00948315,-0.00639362,0.09929367,-0.00659180,0.50099015,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:23.0,0,0
188,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.41672114,-0.04540431,-0.11637267,-0.36022267,-0.17351855,-0.07216787,-0.10654766,-0.01724747,-0.08540324,0.37361681,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:23.0,0,0
189,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.32980743,-0.14109987,-0.21122877,-0.32395169,-0.23901120,-0.15029041,-0.15877892,-0.12263635,-0.18302645,0.08959001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:24.0,0,0
190,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.21119423,-0.01248608,0.06722799,0.01638564,-0.07771207,0.05275803,-0.01137338,0.13168851,-0.01055526,0.09353694,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:24.0,0,0
191,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.14756456,-0.10024742,-0.06445272,0.11448160,-0.10777324,0.01962406,-0.04097182,0.07237012,-0.08728617,0.10931221,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:24.0,0,0
192,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.25291136,-0.19721924,-0.10876206,-0.07747585,-0.16311350,-0.07811644,-0.07700397,-0.01806318,-0.12061271,0.39071301,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:24.0,0,0
193,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.03233728,-0.23682341,-0.26197851,-0.37745503,-0.29310748,-0.16949664,-0.21389471,-0.19931081,-0.18443558,0.56221139,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:24.0,0,0
194,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.37207982,0.03516316,-0.00415396,-0.23154598,-0.21602875,0.03739419,-0.17191379,-0.05990039,-0.00261882,0.70532882,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:25.0,0,0
195,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.22148778,-0.06602015,-0.02819908,-0.13525060,-0.21723261,-0.00556275,-0.16912015,-0.07576664,-0.05580337,0.28726739,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:25.0,0,0
196,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.28223813,-0.23376404,-0.10185019,-0.04592033,-0.20533438,-0.08278482,-0.14431697,-0.08092709,-0.15476033,0.19890204,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:25.0,0,0
197,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.51769257,-0.35464731,-0.21341085,-0.11954355,-0.27998298,-0.16431892,-0.20520583,-0.19739145,-0.21827096,0.29899225,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:25.0,0,0
198,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.06159823,-0.08853480,0.03686218,-0.07681380,-0.12766078,0.03671988,-0.08975337,0.01170945,-0.00989046,0.96972084,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:25.0,0,0
199,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.23117104,-0.08279418,-0.03310753,-0.27530044,-0.12973459,-0.00123510,-0.09099693,-0.01763171,-0.04549543,0.97946823,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:26.0,0,0
200,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.11769497,-0.24128185,-0.14471085,-0.22788680,-0.20300925,-0.09873766,-0.14729132,-0.12976249,-0.16235207,0.33314905,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:26.0,0,0
201,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.33848193,-0.33950350,-0.14553994,-0.09359580,-0.26112309,-0.12427212,-0.17627904,-0.15795825,-0.15496419,0.17601421,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:26.0,0,0
202,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.23397757,-0.13641319,0.08717719,0.21180619,-0.11317977,0.04989782,-0.08922216,-0.00866044,-0.04593110,0.46654874,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:26.0,0,0
203,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.12913908,-0.16269635,-0.01450692,-0.10096580,-0.08564934,-0.00863235,-0.06224150,0.00729736,-0.07176517,0.96006012,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:26.0,0,0
204,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04423616,-0.21748208,-0.17725252,-0.38270441,-0.14066930,-0.10953741,-0.11727967,-0.08950598,-0.14927715,0.99150908,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:27.0,0,0
205,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.02561594,-0.29201066,-0.21722899,-0.31905401,-0.18630725,-0.15532832,-0.15332083,-0.13826323,-0.15482336,0.62648642,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:27.0,0,0
206,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.02570308,-0.07959241,0.06631369,0.04216759,-0.02594497,0.04273852,-0.03097136,0.06987341,-0.07003381,0.27103564,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:27.0,0,0
207,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.19230285,-0.14398199,-0.03424869,-0.21029954,0.00254589,-0.01262525,-0.00033492,0.09897976,-0.12168574,0.16282387,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:27.0,0,0
208,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.17578661,-0.22985868,-0.15052404,-0.31974173,-0.06836286,-0.10215795,-0.05379234,0.00761237,-0.16211930,0.75319189,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:27.0,0,0
209,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04096058,-0.21809524,-0.07317211,-0.37026221,-0.06452809,-0.05523159,-0.06597863,0.04514767,-0.02831999,1.21270299,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:28.0,0,0
210,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.31240386,-0.02074747,-0.01765021,-0.25834924,0.00114322,-0.00320612,-0.01932674,0.09775204,-0.07666619,0.56457925,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:28.0,0,0
211,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.30031422,-0.06742562,-0.10688951,-0.34920016,0.00086312,-0.06227278,-0.01112085,0.08795908,-0.16675301,-0.11445465,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:28.0,0,0
212,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.09968355,-0.17792121,-0.22211444,-0.46381047,-0.05165807,-0.14994599,-0.05135544,0.02518789,-0.22962965,-0.01195449,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:28.0,0,0
213,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.23326738,-0.02133200,-0.00632353,-0.36242577,0.05836394,0.02937224,0.03257191,0.21804579,-0.03391217,0.55756998,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:28.0,0,0
214,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.21562953,-0.05153717,-0.09290669,-0.44347930,0.01786391,-0.04297026,-0.00600608,0.14783892,-0.08793634,0.53095359,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:29.0,0,0
215,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.18675882,-0.11503546,-0.16396907,-0.41445717,-0.06441639,-0.11175461,-0.07810944,0.03674765,-0.17938729,0.18204223,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:29.0,0,0
216,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.08458193,-0.19831067,-0.27293316,-0.54423052,-0.12662393,-0.19264670,-0.12651889,-0.04674212,-0.25069422,-0.18930180,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:29.0,0,0
217,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.09127983,-0.01225866,-0.04056802,-0.31008863,0.03778107,-0.02329230,0.02340482,0.20093022,-0.10946800,-0.30630931,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:29.0,0,0
218,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00930836,-0.08433571,-0.13784036,-0.51481086,0.03841962,-0.07427957,0.03792103,0.20664874,-0.14129199,-0.11949483,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:29.0,0,0
219,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00639057,-0.16977029,-0.25017479,-0.62286168,-0.04675601,-0.16559397,-0.03170285,0.09149572,-0.19495443,0.17478733,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:30.0,0,0
220,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.26938903,-0.02890939,-0.04230680,-0.41625974,-0.02360657,-0.00931750,-0.03853847,0.16923817,-0.02016428,0.39380217,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:30.0,0,0
221,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.42853346,0.03183129,-0.04222993,-0.27052510,-0.05108453,-0.03303026,-0.06404053,0.12585455,-0.07522159,0.10356152,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:30.0,0,0
222,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.36389917,-0.03925315,-0.11675721,-0.34425956,-0.04922030,-0.08977435,-0.04588999,0.12500823,-0.15634516,-0.29655650,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:30.0,0,0
223,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.10878652,-0.15694006,-0.24399823,-0.56352186,-0.06634884,-0.16800211,-0.04501320,0.08968429,-0.21291116,-0.30586949,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:30.0,0,0
224,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.12303906,0.05190911,-0.03424869,-0.50482476,0.06530873,0.01277374,0.06337605,0.30750951,-0.01471222,0.11616801,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:31.0,0,0
225,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.14760421,-0.00103530,-0.04763165,-0.53436458,0.00267467,-0.00047383,0.00282645,0.21912464,-0.02421366,0.42788106,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:31.0,0,0
226,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.33318239,-0.07110079,-0.12358423,-0.49060971,-0.09688490,-0.07605172,-0.07998181,0.07676014,-0.09960615,0.50635374,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:31.0,0,0
227,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.48472211,-0.12100069,-0.18029754,-0.43606985,-0.15323645,-0.13406536,-0.11890163,0.00633932,-0.11796707,0.40396568,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:31.0,0,0
228,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.50898963,0.13611513,0.10746180,-0.15249036,0.03331045,0.08592240,0.02453038,0.25923386,0.03626798,0.46237159,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:31.0,0,0
229,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.17581283,0.01643671,0.04987884,-0.21389656,0.06635874,0.04572595,0.06674050,0.29724488,-0.00480676,0.55830210,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:32.0,0,0
230,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.11769691,-0.10067666,-0.05943402,-0.27829987,-0.00397193,-0.03512322,0.01196245,0.19905517,-0.08187266,0.50101703,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:32.0,0,0
231,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.17448057,-0.18824786,-0.17964873,-0.37043825,-0.16064560,-0.12621757,-0.14276038,-0.01476049,-0.14030039,0.58267748,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:32.0,0,0
232,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.39029267,0.08957047,0.14670351,0.03120311,-0.07511895,0.10443276,-0.09804006,0.13440104,0.06338084,0.80370855,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:32.0,0,0
233,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.21826984,0.01746493,0.12330541,-0.01838909,-0.03480457,0.07467811,-0.06046930,0.16731991,0.01295712,0.59185100,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:32.0,0,0
234,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07128094,-0.10428478,-0.01788536,-0.13643040,0.01583796,-0.01251871,0.02354677,0.20382759,-0.08932924,0.24420050,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:33.0,0,0
235,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.10810362,-0.21618892,-0.15876700,-0.33523625,-0.07335334,-0.10455651,-0.04146285,0.09433232,-0.16913813,0.13537085,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:33.0,0,0
236,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.10000794,0.04603242,0.16365673,-0.00315290,-0.00891942,0.11263206,-0.03099051,0.21423295,0.04802184,0.74922091,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:33.0,0,0
237,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.10413757,-0.01987380,0.10049219,0.04944414,-0.09255236,0.07202955,-0.12724954,0.09622179,0.03971961,1.08272839,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:33.0,0,0
238,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.02353667,-0.11973157,-0.03806141,-0.03971930,-0.10875160,-0.02282231,-0.11331392,0.05129226,-0.07957020,0.71979636,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:33.0,0,0
239,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.26010182,-0.23896579,-0.14542076,-0.18711765,-0.13819279,-0.10435126,-0.12697707,0.00302583,-0.17005138,0.25724757,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:34.0,0,0
240,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.15959150,-0.03429026,0.09869982,-0.03471020,-0.05345265,0.09165615,-0.07574986,0.16612664,0.00946239,0.48288932,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:34.0,0,0
241,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01447170,-0.07362124,0.01282418,-0.09294273,-0.08261876,0.01929071,-0.10152722,0.09574644,-0.01623497,0.85286850,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:34.0,0,0
242,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.04351039,-0.16416250,-0.08806702,-0.12185127,-0.21141438,-0.06586142,-0.21515076,-0.08022524,-0.10995282,0.75953579,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:34.0,0,0
243,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.21363617,-0.26548770,-0.18496481,-0.16628836,-0.27681902,-0.14654395,-0.26546836,-0.16733815,-0.19967332,0.35703272,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:34.0,0,0
244,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.20275088,-0.07992617,0.07957849,0.07269499,-0.12337464,0.05657941,-0.13663022,0.06783281,-0.03401895,0.37640160,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:35.0,0,0
245,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.23146550,-0.16083311,-0.03083290,-0.11853684,-0.14083856,-0.01975349,-0.14197296,0.03556677,-0.07574570,0.38322231,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:35.0,0,0
246,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.17597502,-0.22535774,-0.16749038,-0.29985070,-0.24151883,-0.11320914,-0.23375291,-0.12173025,-0.15330538,0.51310605,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:35.0,0,0
247,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.24250668,-0.31589377,-0.26681378,-0.32792181,-0.34157801,-0.19313863,-0.32529959,-0.25191504,-0.23584837,0.24115275,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:35.0,0,0
248,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.31062585,-0.15487647,-0.00181550,0.00298633,-0.18670334,-0.01306077,-0.19508083,-0.04448603,-0.09866208,0.05706805,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:35.0,0,0
249,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.32975322,-0.20263740,-0.06117133,-0.14358045,-0.13501666,-0.04864398,-0.13404971,0.00654339,-0.12943515,0.12815656,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:36.0,0,0
250,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.26494560,-0.29511800,-0.23745523,-0.45509425,-0.20228902,-0.16215858,-0.17644040,-0.08078113,-0.21835691,-0.12689029,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:36.0,0,0
251,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.19167414,-0.30268943,-0.13421954,-0.42173448,-0.20118365,-0.08576982,-0.17937818,-0.02580760,-0.08318660,0.06627206,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:36.0,0,0
252,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.10819946,-0.14629568,-0.01792859,-0.10829724,-0.16308869,-0.03150966,-0.15082702,-0.01095179,-0.11739364,-0.22955103,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:25:36.0,0,0
