ヘッダー
ファイルバージョン,1.01.01
ソフトウェアバージョン,1.04
ファームウェアバージョン,1.02
FPGAバージョン,1A25
ヘッドセット FPGAバージョン,272B
計測モード,Wireless monitor
計測コントローラ ID,A
計測ID,A20230613213450
計測コメント,tohma_odoball_2
ユーザー情報
ID,
Name,ooshio360
Comment,ooshio360
Age,  1y
Sex,Male
解析情報
Hb移動平均[s],OFF
プローブ情報
プローブモード,(B)2x4
プローブID,PROBE095
mPD反映,X
自動レーザー出力設定方式,Auto（自動）
プローブ調整平均値算出回数,10
外光判定閾値[%],40
アンダー判定閾値[%],30
オーバー判定閾値[%],80
レーザーチャンネル,LD1(705.0),LD1(830.0),LD2(705.0),LD2(830.0),LD3(705.0),LD3(830.0),LD4(705.0),LD4(830.0),LD5(705.0),LD5(830.0),LD6(705.0),LD6(830.0),LD7(705.0),LD7(830.0),LD8(705.0),LD8(830.0)
計測チャンネル,CH1(-.-),CH1(-.-),CH2(-.-),CH2(-.-),CH3(-.-),CH3(-.-),CH4(-.-),CH4(-.-),CH5(-.-),CH5(-.-),CH6(-.-),CH6(-.-),CH7(705.0),CH7(830.0),CH8(705.0),CH8(830.0),CH9(705.0),CH9(830.0),CH10(705.0),CH10(830.0),CH11(705.0),CH11(830.0),CH12(705.0),CH12(830.0),CH13(705.0),CH13(830.0),CH14(705.0),CH14(830.0),CH15(705.0),CH15(830.0),CH16(705.0),CH16(830.0),CH17(-.-),CH17(-.-),CH18(-.-),CH18(-.-),CH19(-.-),CH19(-.-),CH20(-.-),CH20(-.-),CH21(-.-),CH21(-.-),CH22(-.-),CH22(-.-)
除去チャネル,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
故障レーザーチャンネル,-,-,-,-,-,-,-,-,-,-,-,-,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,-,-,-,-
レーザー設定,-,-,-,-,-,-,-,-,-,-,-,-,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - Off,-,-,-,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - Low,-,-,-,-,-,-,-,-,-,-,-,-,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - High,-,-,-,-,-,-,-,-,-,-,-,-,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力設定値(If)[mA],-,-,-,-,-,-,-,-,-,-,-,-,23.17,24.37,23.17,24.37,22.12,24.49,22.12,24.49,21.77,23.76,22.12,24.49,21.77,23.76,21.77,23.76,22.15,23.55,22.15,23.55,-,-,-,-,-,-,-,-,-,-,-,-
レーザー調整係数,8.000,8.000
レーザー調整基準レーザー出力(Po)[mW],4.00,4.00
レーザー調整基準レーザー出力(Vm)[V],0.50,0.50
プローブ調整結果,-,-,-,-,-,-,-,-,Normal,Normal,-,-,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,-,-,Normal,Normal,-,-,-,-,-,-,-,-
計測情報
計測日時,2023/06/13 21:35:36
計測タイプ,Stim
プリスキャン時間[s],10.0
マーク入力タイプ,Manual
マーククラス,A,B,C,D,E,F,G,H,I,J
マーク名称,Stim A,Stim B,Stim C,Stim D,Stim E,Stim F,Stim G,Stim H,Stim I,Stim J
マーク刺激時間[s],15,15,15,15,15,15,15,15,15,15
マーク刺激間隔時間[s],30,30,30,30,30,30,30,30,30,30
マーク繰り返し回数,3



データ
携帯制御ボックス番号69(Deoxy),CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,Mark,Time,PreScan,HbOffset
179,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.14659886,0.09491721,0.03719096,0.14130025,-0.04210092,0.06031540,-0.06849139,-0.02596872,0.01793759,-0.03241953,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:22.0,0,0
180,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.05164827,0.07654329,0.02868560,0.14585559,-0.01643493,0.05566610,-0.05438867,-0.00348830,0.00543380,-0.20162663,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:22.0,0,0
181,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.14982218,0.00748318,0.01076543,0.10126634,-0.01506757,0.04292399,-0.05438290,0.00209854,-0.00665636,-0.31850204,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:22.0,0,0
182,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.23343414,0.00377330,0.02423177,0.10933340,0.01865602,0.05122527,-0.03008287,0.04062269,0.00301520,-0.25845838,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:22.0,0,0
183,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.28988022,-0.00910635,0.02597166,0.06285515,0.00519493,0.05865534,-0.04056342,0.02115029,0.01258451,-0.05344664,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:22.0,0,0
184,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.15110117,-0.04318305,-0.07230783,-0.07979055,-0.05561642,-0.01538028,-0.08617304,-0.06053069,-0.03615074,-0.12871952,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:23.0,0,0
185,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.09977391,0.07733489,0.02555990,0.00170099,-0.02274523,0.05713759,-0.07673583,-0.01413625,0.00593292,-0.10818326,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:23.0,0,0
186,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.26733246,0.11931026,0.01403021,0.00108551,-0.01642089,0.04510282,-0.04425890,0.00047064,-0.00354226,-0.19289441,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:23.0,0,0
187,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.10493059,0.06759930,-0.02347033,-0.03834434,-0.01525525,0.00114179,-0.03900986,-0.00971954,-0.04829105,-0.41665906,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:23.0,0,0
188,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04260052,0.02391123,0.03929192,-0.01204996,0.01444678,0.04004296,0.00484143,0.05718384,-0.01718701,-0.33652118,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:23.0,0,0
189,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.04355602,0.02808255,0.02918514,-0.07313054,0.02145526,0.05644387,-0.01642962,0.05473784,0.01271950,-0.15804458,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:24.0,0,0
190,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.10625453,0.05967528,0.01187216,-0.08072165,0.00340819,0.04166189,-0.04291863,0.02554132,0.01632990,-0.04531728,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:24.0,0,0
191,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.23620948,0.05201495,0.00031617,-0.11971144,-0.05199581,0.02942469,-0.08898621,-0.03616224,-0.00308588,-0.14264683,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:24.0,0,0
192,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.24783729,0.06931259,0.02259952,-0.08151545,-0.02714093,0.04360252,-0.07139209,-0.00386572,0.00578225,-0.30030927,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:24.0,0,0
193,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.14163777,0.06060434,0.02766115,-0.06917216,0.03394673,0.04995763,-0.02073702,0.06016630,-0.00461873,-0.53093374,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:24.0,0,0
194,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01551207,-0.03716840,-0.08000794,-0.19657433,0.02890048,-0.03069424,-0.02161077,0.03575453,-0.06489120,-0.61620343,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:25.0,0,0
195,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04132234,0.03514078,0.03068306,-0.15847993,0.05643649,0.05774552,-0.00682022,0.10014312,0.00918290,-0.25270191,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:25.0,0,0
196,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.20548975,0.07226870,0.03620976,-0.15000704,0.03473111,0.05681372,-0.02271401,0.07089844,0.02470486,-0.05717920,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:25.0,0,0
197,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.33767638,0.09003116,0.01574730,-0.15968567,0.00162054,0.04138573,-0.04801688,0.01966485,0.00429407,-0.17126133,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:25.0,0,0
198,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.26350349,0.04465752,-0.00096214,-0.16570832,-0.02241688,0.01817071,-0.06811009,0.00222215,-0.03163254,-0.48510781,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:25.0,0,0
199,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.17021044,0.05694078,0.02638981,-0.12578170,0.02192928,0.04700116,-0.03347431,0.05731491,-0.01233645,-0.70301723,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:26.0,0,0
200,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.11559989,0.04950540,0.02430769,-0.15653400,0.07236391,0.04863699,0.00203485,0.10337166,-0.01997446,-0.68437856,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:26.0,0,0
201,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.12955083,-0.00489738,-0.07203996,-0.27584592,0.04706466,-0.02238797,-0.00750246,0.05481729,-0.07529991,-0.51849997,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:26.0,0,0
202,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.18713427,0.04017797,-0.00216181,-0.28655735,0.01106814,0.03709994,-0.05105636,0.04851035,0.00022073,-0.21088283,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:26.0,0,0
203,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.24010316,0.07126019,0.03445813,-0.14086235,-0.03949307,0.05143130,-0.08767385,-0.01231197,0.01714145,0.01709995,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:26.0,0,0
204,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.23900045,0.05932029,0.02810236,-0.10481989,-0.01139659,0.04340748,-0.05992293,0.00519693,-0.00100507,-0.18054157,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:27.0,0,0
205,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.15149400,-0.01336912,-0.00711353,-0.11590712,-0.01847697,0.01244987,-0.06877646,-0.00031167,-0.03226692,-0.36204591,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:27.0,0,0
206,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.18254140,0.04937523,0.02433764,-0.12143006,0.00785107,0.04261624,-0.04716928,0.03566779,-0.01336897,-0.37479573,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:27.0,0,0
207,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.16490570,0.04087766,0.02149417,-0.17999904,0.03673737,0.04971932,-0.02446627,0.06608735,-0.00297101,-0.21903549,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:27.0,0,0
208,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.15165819,0.02997651,-0.01409750,-0.21648094,0.00892423,0.02207111,-0.04370856,0.02879376,-0.02247095,-0.23369582,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:27.0,0,0
209,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.16598776,0.00201516,-0.00958627,-0.18034795,-0.05416328,0.02130438,-0.09397956,-0.03620640,-0.02358040,-0.16869113,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:28.0,0,0
210,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.20769663,0.03831522,0.03296868,-0.07893596,-0.05656965,0.04438886,-0.09578887,-0.04002607,-0.00903232,-0.17370264,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:28.0,0,0
211,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.18254030,0.03596939,0.02868566,-0.03193431,-0.04141385,0.04178324,-0.08167312,-0.03045781,-0.00906345,-0.22355974,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:28.0,0,0
212,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.11508732,-0.01000499,-0.06253365,-0.13287224,-0.05576109,-0.01975631,-0.08623796,-0.07023212,-0.07036623,-0.23888370,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:28.0,0,0
213,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.09109241,0.00586860,0.02803643,-0.11910152,-0.02457074,0.04213110,-0.06673427,0.00042394,-0.00206000,-0.14676952,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:28.0,0,0
214,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.20064117,0.04896675,0.03279174,-0.13399681,-0.00157072,0.04467877,-0.04682127,0.02152456,0.01010660,-0.08457258,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:29.0,0,0
215,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.21502556,0.03940123,0.01854853,-0.11254042,-0.02149401,0.03423867,-0.06054043,-0.00919508,0.00410573,-0.07522818,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:29.0,0,0
216,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.18826468,-0.00389778,-0.04400983,-0.10422090,-0.08529486,-0.01059580,-0.10853326,-0.11305238,-0.06637408,-0.15073037,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:29.0,0,0
217,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.09112352,0.00223962,0.04294541,-0.01018512,-0.07784227,0.04566526,-0.10475612,-0.06836100,-0.00626063,-0.15045600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:29.0,0,0
218,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04904191,0.01635617,0.05628905,0.00788956,-0.04974476,0.05965411,-0.07755230,-0.04115563,0.00791478,-0.17405055,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:29.0,0,0
219,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.03000183,-0.01388626,0.01535214,-0.06818102,-0.04867225,0.03898092,-0.07846972,-0.03991815,-0.00418655,-0.15863161,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:30.0,0,0
220,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.04123813,-0.04499454,-0.07360344,-0.18037437,-0.04667139,-0.01540711,-0.07489501,-0.06755371,-0.06586921,-0.20579819,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:30.0,0,0
221,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.01600041,-0.02136862,-0.01562681,-0.16218625,-0.05688977,0.03499014,-0.08846973,-0.03489621,0.00092129,-0.03930581,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:30.0,0,0
222,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.01473560,-0.01121170,0.01433455,-0.10960122,-0.06769554,0.06006955,-0.09692123,-0.04586045,0.00547241,-0.01776340,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:30.0,0,0
223,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.03021184,-0.01383641,-0.00156443,-0.05344432,-0.10276140,0.03828692,-0.12023772,-0.08366749,-0.00023439,-0.01985810,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:30.0,0,0
224,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.09570719,-0.06749450,-0.07602394,-0.03611116,-0.16255425,-0.02064378,-0.16476598,-0.18318102,-0.06678636,-0.11058648,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:31.0,0,0
225,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.06567065,-0.02139092,0.03591038,0.10131694,-0.11644534,0.05515362,-0.13200164,-0.09759792,-0.00823158,-0.19365120,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:31.0,0,0
226,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.08002697,-0.02324529,0.03780585,0.08552113,-0.09854428,0.06288570,-0.11821310,-0.07471436,-0.00004605,-0.16360497,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:31.0,0,0
227,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.09942997,-0.03496008,0.01493173,0.01917938,-0.06125761,0.05692727,-0.08769251,-0.03640942,0.00009450,-0.08505557,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:31.0,0,0
228,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.15411457,-0.12549780,-0.10038581,-0.14179608,-0.05415893,-0.02410085,-0.07568827,-0.04371481,-0.04163019,-0.09120090,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:31.0,0,0
229,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.07412421,-0.02192879,0.00339275,-0.04964793,-0.01983095,0.05293777,-0.05223356,0.01320012,0.00303266,0.05168910,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:32.0,0,0
230,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.07692090,-0.03147953,0.00769508,-0.03417902,-0.04387150,0.05152282,-0.07076439,-0.01175452,0.00642710,0.06005172,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:32.0,0,0
231,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.11045419,-0.04449075,0.00090743,0.02493505,-0.07909010,0.04904535,-0.09503881,-0.05784880,-0.00778369,0.03537951,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:32.0,0,0
232,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.13114730,-0.05983071,-0.00207019,0.02846507,-0.14340372,0.04071670,-0.15167572,-0.12135223,0.00147891,0.07650188,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:32.0,0,0
233,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.11212947,-0.03828484,0.03368066,0.12710500,-0.12773989,0.06042214,-0.13668633,-0.10287850,0.00465187,0.09249515,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:32.0,0,0
234,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.12509619,-0.04101730,0.01754645,0.12969492,-0.10952697,0.04672661,-0.11703790,-0.08366780,-0.00096424,-0.00324690,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:33.0,0,0
235,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.25852343,-0.13980180,-0.08859430,-0.04055338,-0.10935832,-0.01840936,-0.11628415,-0.10468355,-0.05320568,-0.15234347,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:33.0,0,0
236,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.24430567,-0.06784583,0.01253840,-0.02073883,-0.04499454,0.04714573,-0.07705722,-0.01306245,-0.00646539,-0.18124196,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:33.0,0,0
237,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.12638533,-0.04650171,0.00916916,-0.05743062,-0.01488199,0.04267239,-0.03893929,0.02905995,-0.00980677,-0.14462341,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:33.0,0,0
238,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02135082,-0.05339375,-0.08461203,-0.18373619,-0.04842544,-0.01957832,-0.05168767,-0.03293325,-0.07313787,-0.21378756,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:33.0,0,0
239,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.05882936,0.00418704,0.01853591,-0.09361339,-0.03874918,0.06056124,-0.08499786,0.00139232,-0.00603234,-0.16660962,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:34.0,0,0
240,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04622193,-0.00756425,0.01493173,-0.03659035,-0.05130459,0.04583754,-0.07346621,-0.01386998,-0.00913209,-0.14816329,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:34.0,0,0
241,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.09399197,-0.03779072,-0.00525173,-0.02112000,-0.09704097,0.03300966,-0.11385342,-0.07229546,-0.04474553,-0.25068775,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:34.0,0,0
242,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.16693147,-0.05778283,0.01555979,-0.01990902,-0.06813097,0.04733032,-0.10110202,-0.02694011,-0.01792543,-0.23321973,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:34.0,0,0
243,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.20517974,-0.05317428,0.02562699,0.04229871,-0.02087539,0.05537891,-0.05412178,0.02176463,-0.00199346,-0.24204212,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:34.0,0,0
244,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.18077780,-0.05965770,-0.01157912,-0.03824245,-0.00970355,0.03085626,-0.03655848,0.03547144,-0.02098303,-0.26083240,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:35.0,0,0
245,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.15145025,-0.07260747,-0.00976582,-0.13879445,-0.03702265,0.02695100,-0.07995158,-0.00272069,-0.02138881,-0.26802820,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:35.0,0,0
246,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.04065904,-0.03543394,0.00913815,-0.15847033,-0.01461498,0.04413355,-0.06748889,0.01801680,-0.00063134,-0.16627218,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:35.0,0,0
247,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01592881,-0.01754877,0.00796397,-0.16446085,-0.01910068,0.03729203,-0.07590280,0.00937430,0.01401668,-0.07998694,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:35.0,0,0
248,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.01665853,-0.11141610,-0.05539967,-0.23353475,-0.06135110,-0.01553939,-0.11156420,-0.04973047,-0.04537281,-0.27346152,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:35.0,0,0
249,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04296436,-0.01883007,0.02100776,-0.13222173,-0.04521620,0.03795671,-0.09589896,-0.01856913,-0.00950547,-0.24972592,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:36.0,0,0
250,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.02631861,-0.03718701,0.05390532,-0.13312624,-0.02614593,0.05020906,-0.06967185,-0.00498947,-0.00629886,-0.37158555,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:36.0,0,0
251,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.06030952,-0.04338416,0.08833679,-0.08750023,-0.03491927,0.06885598,-0.06782596,-0.01986462,-0.00655524,-0.54405904,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:36.0,0,0
252,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.08495631,-0.06591819,0.05955124,-0.12080385,-0.01952163,0.05420989,-0.06272210,-0.01082855,-0.01117970,-0.57518339,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:36.0,0,0
253,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.17050312,-0.08131871,0.02701662,-0.14452124,-0.00001786,0.04431543,-0.05085930,0.01355211,-0.00904834,-0.53702921,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:36:36.0,0,0
